epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3908.71,0.0055,0.35266,0.69174,0.79179,0.69826,0.75961,0.5651,0.00718,0.40912,0.84308,9.5905e-05,9.5905e-05,9.5905e-05
183,3929.89,0.00527,0.35071,0.67105,0.79797,0.70073,0.76301,0.56917,0.00732,0.40565,0.84949,9.091e-05,9.091e-05,9.091e-05
184,3951.17,0.00535,0.34466,0.69014,0.79975,0.69586,0.75995,0.56594,0.00744,0.40667,0.86227,8.5915e-05,8.5915e-05,8.5915e-05
185,3972.16,0.00541,0.33236,0.68035,0.75049,0.70933,0.75686,0.56018,0.0073,0.40214,0.84768,8.092e-05,8.092e-05,8.092e-05
186,3993.18,0.00531,0.32618,0.66475,0.7307,0.72815,0.75952,0.56014,0.00731,0.38663,0.85024,7.5925e-05,7.5925e-05,7.5925e-05
187,4014.08,0.00526,0.3297,0.68439,0.77764,0.70076,0.76173,0.57068,0.00712,0.3722,0.84587,7.093e-05,7.093e-05,7.093e-05
188,4035.21,0.0053,0.33543,0.6814,0.78042,0.70006,0.7634,0.57349,0.00721,0.37311,0.83985,6.5935e-05,6.5935e-05,6.5935e-05
189,4057.72,0.00521,0.33268,0.6827,0.78385,0.7086,0.76555,0.57275,0.00724,0.38009,0.83736,6.094e-05,6.094e-05,6.094e-05
190,4079.13,0.00548,0.36717,0.69921,0.77921,0.71456,0.76442,0.56706,0.00718,0.36923,0.83941,5.5945e-05,5.5945e-05,5.5945e-05
191,4101.14,0.00604,0.39164,0.72965,0.76629,0.7126,0.75855,0.55803,0.00729,0.37692,0.86252,5.095e-05,5.095e-05,5.095e-05
192,4122.06,0.0061,0.37526,0.71838,0.77587,0.70762,0.76072,0.55266,0.00729,0.37518,0.85371,4.5955e-05,4.5955e-05,4.5955e-05
193,4142.77,0.00601,0.33602,0.70997,0.77188,0.71969,0.76438,0.55853,0.00733,0.36736,0.86026,4.096e-05,4.096e-05,4.096e-05
194,4163.53,0.00567,0.32894,0.70383,0.76913,0.73034,0.76392,0.55999,0.00727,0.36533,0.85683,3.5965e-05,3.5965e-05,3.5965e-05
195,4184.32,0.00545,0.31801,0.6512,0.74512,0.73268,0.76398,0.56277,0.00719,0.36718,0.84809,3.097e-05,3.097e-05,3.097e-05
196,4205.04,0.0061,0.37147,0.69011,0.77455,0.72285,0.7667,0.57033,0.00721,0.36559,0.85222,2.5975e-05,2.5975e-05,2.5975e-05
197,4225.76,0.00583,0.30994,0.68734,0.7792,0.72198,0.76705,0.57208,0.00716,0.36063,0.84941,2.098e-05,2.098e-05,2.098e-05
198,4246.48,0.00529,0.31324,0.65011,0.78122,0.72097,0.76714,0.56776,0.00714,0.35606,0.84813,1.5985e-05,1.5985e-05,1.5985e-05
199,4266.96,0.00558,0.34987,0.64439,0.75131,0.7392,0.766,0.57182,0.00712,0.358,0.8493,1.099e-05,1.099e-05,1.099e-05
200,4287.55,0.0056,0.3251,0.6904,0.75135,0.73886,0.76603,0.57569,0.00712,0.35802,0.85084,5.995e-06,5.995e-06,5.995e-06
